Run
1	36
0	100
0	107
1	127
1	164
0	190
1	212
1	247
1	301
1	407
1	414
1	427
1	517
0	534
1	599
0	631
1	633
1	638
1	658
1	709
1	779
0	846
0	847
1	853
0	884
1	889
0	895
1	909
0	914
1	966
0	993
0	1056
1	1075
1	1186
1	1234
0	1247
1	1272
1	1388
0	1464
1	1474
0	1525
0	1566
0	1658
0	1768
1	1808
0	1841
1	1856
1	1858
1	1947
0	1978
1	2013
1	2024
0	2070
1	2114
1	2167
0	2235
1	2260
0	2290
1	2292
1	2326
0	2362
0	2424
0	2432
1	2463
1	2476
0	2478
0	2512
1	2535
1	2536
1	2546
1	2563
1	2593
0	2595
0	2612
1	2635
1	2667
1	2671
0	2690
1	2691
0	2707
0	2718
0	2735
0	2778
0	2781
1	2790
1	2823
1	2833
1	2837
0	2861
1	2869
1	2909
0	2932
0	2987
1	3017
1	3066
1	3067
0	3076
1	3078
1	3081
1	3270
1	3280
1	3283
0	3293
1	3312
1	3318
0	3352
0	3365
1	3448
1	3483
1	3491
1	3520
0	3659
1	3660
1	3679
0	3711
0	3742
0	3811
0	3852
1	3917
1	3947
0	3988
1	3996
0	4029
0	4065
0	4094
0	4126
1	4131
1	4175
1	4176
1	4242
1	4272
0	4312
0	4331
1	4340
0	4354
1	4363
0	4387
0	4389
0	4413
0	4427
1	4441
1	4450
1	4543
0	4546
1	4575
1	4596
1	4672
1	4728
0	4738
1	4750
0	4763
1	4876
0	4982
0	5000
0	5084
1	5143
1	5322
0	5334
1	5363
1	5382
1	5432
1	5464
1	5505
0	5526
1	5541
1	5542
1	5563
0	5643
1	5645
0	5647
0	5690
0	5748
0	5758
0	5801
1	5827
0	5838
0	5843
1	5908
0	5934
1	5936
1	5959
1	6259
1	6292
1	6355
1	6387
1	6408
0	6549
1	6568
1	6695
0	6699
0	6730
0	6769
1	6815
0	6838
0	6857
0	6878
1	6889
0	6902
0	6904
1	7003
1	7010
1	7011
1	7034
0	7100
1	7138
1	7188
1	7274
1	7309
0	7318
0	7339
1	7356
1	7360
0	7401
1	7402
1	7426
0	7496
1	7513
0	7538
0	7576
1	7590
0	7639
1	7681
1	7686
0	7700
1	7751
0	7804
0	7810
0	7848
1	7856
1	7861
0	7871
0	7874
0	7915
0	7977
1	8031
0	8095
0	8103
0	8148
1	8151
1	8159
0	8221
1	8251
0	8256
0	8266
0	8281
0	8301
0	8315
1	8322
0	8340
1	8366
1	8434
1	8494
1	8589
1	8596
1	8705
1	8706
0	8739
1	8790
0	8828
1	8931
0	8934
0	8972
0	8977
1	9012
1	9118
1	9141
0	9148
0	9197
1	9234
1	9264
0	9333
0	9351
1	9497
1	9500
0	9520
0	9526
0	9538
0	9566
1	9637
1	9715
1	9910
1	9911
1	9982
0	10026
1	10112
0	10170
0	10182
1	10205
1	10216
0	10225
1	10227
1	10344
0	10356
0	10498
1	10505
1	10541
0	10569
0	10580
1	10599
1	10686
0	10775
1	10812
1	10922
0	10938
1	10948
0	10955
0	10978
0	11029
1	11259
0	11263
1	11265
0	11346
0	11358
0	11363
1	11507
1	11540
1	11544
0	11555
1	11595
0	11625
1	11629
1	11674
0	11760
0	11793
0	11823
1	11872
1	11879
0	11942
1	11947
0	11982
0	12016
1	12073
1	12075
1	12105
1	12107
1	12168
1	12250
1	12285
1	12319
1	12334
1	12371
0	12394
1	12406
0	12454
0	12494
0	12500
1	12519
0	12635
1	12644
0	12653
1	12666
1	12729
0	12743
1	12832
1	12885
1	12922
0	12926
0	12977
0	12992
0	13012
0	13035
0	13094
0	13133
0	13137
0	13145
0	13163
0	13166
0	13196
1	13213
0	13219
1	13255
0	13264
0	13270
0	13322
1	13356
1	13454
0	13489
0	13538
0	13539
1	13554
0	13568
0	13600
1	13604
0	13624
0	13652
0	13677
1	13688
0	13709
1	13734
0	13736
1	13743
1	13751
1	13817
0	13880
0	13897
1	13956
1	14023
1	14202
0	14242
1	14309
1	14320
1	14503
0	14518
1	14571
1	14651
1	14734
0	14779
1	14798
1	14805
1	14836
0	14905
1	14908
1	14910
0	14951
1	15025
0	15072
1	15189
1	15198
0	15293
1	15332
1	15339
1	15354
1	15357
1	15411
0	15482
1	15507
0	15565
0	15614
1	15616
1	15624
0	15630
1	15634
1	15696
0	15764
0	15769
1	15892
0	15924
1	15944
0	16085
1	16112
0	16144
0	16164
0	16177
0	16184
1	16197
1	16258
1	16271
0	16290
1	16345
0	16364
0	16408
1	16529
1	16577
1	16810
0	16825
1	16857
1	16890
0	16972
1	17004
1	17168
1	17171
1	17241
1	17249
0	17275
1	17283
0	17420
0	17428
1	17443
0	17611
1	17613
1	17618
0	17751
1	17753
0	17768
1	17770
1	17837
0	17869
1	17910
1	17924
1	18006
1	18010
1	18024
0	18057
1	18106
1	18188
1	18242
1	18258
1	18303
1	18347
0	18396
0	18407
1	18422
1	18487
0	18521
0	18548
0	18582
1	18596
0	18608
1	18701
0	18727
0	18732
1	18746
0	18753
0	18833
1	18837
1	18903
1	18962
1	18987
0	19027
1	19119
1	19171
1	19191
1	19281
1	19293
0	19294
0	19339
0	19374
0	19378
0	19410
0	19427
1	19443
1	19495
0	19573
1	19586
1	19638
1	19659
0	19706
0	19778
1	19820
0	19822
1	19888
0	19894
1	19972
1	20006
1	20008
0	20044
1	20065
0	20066
1	20083
0	20111
0	20165
0	20166
0	20191
1	20230
1	20273
0	20314
1	20328
1	20335
1	20349
1	20352
0	20372
0	20583
0	20631
1	20637
1	20643
1	20691
0	20700
1	20720
1	20770
1	20798
1	20802
1	20809
1	20825
0	20848
1	20907
1	20990
1	20993
0	21005
1	21011
1	21017
0	21026
0	21028
0	21073
1	21080
0	21134
0	21158
1	21197
0	21201
1	21207
0	21226
0	21234
0	21271
0	21344
0	21424
1	21428
1	21436
0	21456
0	21525
0	21530
1	21540
1	21548
1	21599
0	21603
0	21619
1	21642
1	21657
0	21658
0	21677
1	21682
0	21702
0	21727
1	21753
0	21785
0	21809
0	21850
1	21866
1	21972
0	21981
1	21991
0	22064
1	22071
0	22081
1	22084
1	22089
1	22091
1	22111
1	22116
0	22123
1	22250
1	22272
1	22307
1	22393
0	22411
0	22475
1	22497
1	22503
1	22554
0	22602
1	22644
1	22665
1	22675
1	22678
0	22679
0	22696
0	22721
1	22754
0	22831
0	22907
1	22940
1	23053
1	23058
1	23066
1	23175
1	23183
1	23184
1	23333
1	23349
1	23384
0	23408
0	23414
1	23416
0	23629
1	23631
0	23651
1	23730
0	23790
0	23795
0	23825
0	23878
0	23929
1	23945
1	23952
1	24015
1	24024
1	24034
0	24056
1	24076
0	24080
0	24142
1	24167
0	24248
0	24252
1	24382
0	24423
1	24507
0	24521
1	24524
1	24539
1	24676
1	24687
0	24805
0	24826
0	24886
1	24888
0	24922
0	24925
1	24961
1	24973
0	25061
1	25074
0	25095
1	25099
1	25161
0	25233
1	25269
1	25356
0	25388
0	25411
1	25430
1	25519
0	25591
0	25612
0	25619
0	25665
1	25670
1	25778
0	25832
0	25837
1	25881
1	26031
1	26116
1	26117
0	26136
1	26185
0	26189
1	26195
0	26273
1	26445
0	26449
0	26465
1	26491
1	26596
1	26738
1	26780
1	26791
0	26854
1	26888
0	26933
1	26934
1	26981
0	26986
1	26988
1	27010
1	27070
1	27086
1	27155
0	27246
0	27299
1	27343
0	27354
0	27376
0	27443
0	27445
0	27459
0	27478
1	27563
0	27613
0	27632
0	27648
1	27657
1	27671
1	27709
0	27746
1	27868
0	27945
1	27973
1	28010
1	28020
1	28061
1	28102
0	28110
0	28123
1	28167
0	28261
0	28293
1	28297
0	28370
1	28435
1	28449
0	28468
1	28564
1	28612
0	28804
1	28871
0	28972
1	29033
1	29112
1	29232
1	29245
1	29261
1	29327
0	29331
0	29358
1	29368
1	29431
1	29437
1	29514
0	29548
0	29614
1	29623
1	29624
0	29659
0	29674
0	29683
1	29703
0	29777
0	29809
1	29814
0	29823
1	29825
0	29950
0	30073
1	30117
0	30147
1	30175
1	30189
1	30190
0	30201
0	30215
0	30294
1	30326
0	30338
1	30351
1	30382
0	30389
1	30458
0	30526
0	30535
0	30571
1	30620
1	30667
1	30689
0	30706
0	30753
0	30787
1	30796
1	30820
0	30877
1	30890
1	30932
0	30951
1	31053
1	31190
1	31270
1	31289
0	31322
1	31365
1	31405
0	31413
0	31464
1	31539
1	31568
0	31573
0	31596
1	31655
1	31859
1	31940
0	31946
1	31985
1	32055
1	32056
1	32065
1	32106
1	32205
1	32254
0	32258
1	32369
1	32477
0	32520
0	32618
0	32619
1	32715
1	32761
1	32809
0	32854
0	32888
0	33113
1	33167
1	33225
1	33244
1	33296
1	33316
0	33386
1	33439
1	33442
0	33476
1	33540
1	33648
1	33718
0	33793
1	33854
1	33889
1	33913
0	33928
